EmployeeID,Tenure,RoleHistory,Promotions,LastPromotionYearsAgo,PastPerformance,SkillRelevance,TrainingParticipation,EventActivity,FeedbackScore,SentimentScore,TeamAttritionRate,ManagerAttrition,ProjectType,LocationChanges,Feedback360,RoleChanges,WorkLifeBalance,LeavePattern,RecognitionCount,AwardsReceived,AttritionLabel,ExitReason,ManagerDialogue,EmployeeResponse
EID783414,8,Consultant,2,2,1.4,0.92,4,6,5,0.75,0.1,0,R&D,0,5,1,5,0.8,4,2,0,None,Your client relationships are key to our success. Let's discuss strategies for continued growth.," ""I'm focused on expanding our client base and delivering innovative solutions."""
EID142213,10,Director,3,1,1.8,1,7,9,5,0.98,0.05,0,Standard,1,5,2,4,0.4,7,4,0,None,Your strategic vision is driving significant results. Let's discuss succession planning.," ""I'm committed to developing future leaders and ensuring the company's continued success."""
EID890870,3,Engineer,0,3,0.75,0.6,1,2,3,-0.2,0.3,1,Client-facing,0,3,0,3,1.7,1,0,1,Career Growth,We recognize your potential and want to provide opportunities for career advancement.," ""While I appreciate that  the other company is offering a more senior role immediately."""
EID132537,5,Analyst,1,2,1.2,0.8,2,4,4,0.4,0.2,0,R&D,0,4,1,3,1.1,2,1,0,None,Your analytical skills are valuable to the team. Continue developing your expertise.," ""I'm interested in exploring new analytical techniques and applying them to our projects."""
EID359295,1,Engineer,0,1,0.55,0.5,0,0,2,-0.5,0.45,1,Standard,0,2,0,1,2,0,0,1,Manager Issue,We'll investigate your concerns about management and strive to create a more supportive environment.,"I appreciate the effort, but the lack of guidance and feedback has been detrimental to my progress."
EID309044,7,Manager,1,3,1.3,0.88,3,5,4,0.65,0.15,0,Client-facing,1,4,1,4,0.9,3,1,0,None,Your leadership has improved team morale. Let's discuss strategies for maintaining a positive work environment.," ""I'm focused on fostering a collaborative and supportive team culture."""
EID979995,12,Consultant,2,4,1.55,0.95,5,7,5,0.85,0.08,0,R&D,0,5,2,5,0.6,5,2,0,None,Your expertise is highly sought after by our clients. Let's discuss potential partnership opportunities.," ""I'm interested in taking on more strategic roles and contributing to the company's overall growth."""
EID121369,4,Analyst,0,4,0.8,0.7,1,3,3,0,0.28,0,Standard,0,3,0,3,1.3,1,0,0,None,We value your attention to detail. Let's discuss your career goals and how we can help you achieve them.," ""I'm interested in exploring opportunities to specialize in a particular area of data analysis."""
EID751517,9,Engineer,2,2,1.6,0.96,4,6,5,0.9,0.1,0,Client-facing,1,5,1,4,0.7,4,2,0,None,Your innovative solutions are highly appreciated. Let's discuss your role in upcoming projects.," ""I'm excited to contribute to the development of cutting-edge technologies."""
EID259784,1,Analyst,0,1,0.5,0.5,0,0,1,-0.7,0.48,1,R&D,0,1,0,1,2,0,0,1,Personal,We understand personal circumstances change. We wish you the best in your future endeavors.,Thank you for the understanding. This was a difficult decision driven by circumstances outside of work.
EID350132,6,Consultant,1,3,1.2,0.82,2,4,4,0.3,0.22,0,Standard,0,4,1,3,1.2,2,1,0,None,"Your customer service skills are excellent, keep up the great work. We are planning some new training in those areas, would you be interested?"," ""I would love that. That would help me get more certifications."""
EID232352,13,Manager,3,2,1.7,0.97,5,6,5,0.9,0.09,0,R&D,0,5,1,4,0.6,5,1,0,None,"You are a great leader, what kind of new projects would you like to oversee this next quarter?"," ""The project with AI implementation looks promising. I have a team ready."""
EID596564,2,Engineer,0,2,0.65,0.55,1,1,2,-0.4,0.42,1,Standard,0,2,0,2,1.9,0,0,1,Better Offer,We can offer you more vacation days.," ""I appreciate it  but other offers match and provide better pay."""
EID801978,11,Director,2,5,1.5,0.9,4,5,4,0.8,0.11,0,Client-facing,1,4,1,4,0.7,3,2,0,None,You have been a pillar in this company. We value you.," ""Thank you  I hope to continue helping for years to come."""
EID219946,14,Director,3,3,1.8,0.95,6,7,5,0.95,0.08,0,R&D,0,5,2,4,0.5,6,3,0,None,Your insights are so invaluable! Let's brainstorm ideas together!," ""Wonderful  I already have something to discuss."""
EID691364,5,Engineer,0,5,0.9,0.7,1,2,3,-0.2,0.27,1,Standard,0,3,0,2,1.8,1,0,1,Career Growth,I hope you will grow to have a wonderful career. We value you.," ""I just don't think I can do that here."""
EID328552,8,Consultant,2,1,1.4,0.85,3,4,5,0.5,0.16,0,R&D,1,4,1,5,0.9,3,1,0,None,"I admire your customer focus, let's meet with customers!"," ""Sounds amazing  let's do it."""
EID587623,3,Engineer,0,3,0.7,0.6,1,1,2,-0.3,0.35,1,Client-facing,0,2,0,3,1.7,0,0,1,Work-Life Balance,"We will try to improve things, just give us one more quarter!"," ""I appreciate the effort  but I just can't do it anymore."""
EID833442,10,Manager,2,2,1.6,0.92,4,5,4,0.7,0.1,0,Standard,0,4,1,3,0.8,3,2,0,None,You inspire many on our team. Keep it up!," ""Thank you  my goal is to make everyone better."""
EID368690,3,Analyst,0,3,0.8,0.7,2,1,3,0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,Here's some feedback on your recent project. Focus on improving your analytical skills.,I appreciate the feedback. I'll work on it.
EID904150,7,Engineer,1,3,1.2,0.8,5,3,4,0.5,0.3,0,R&D,0,4,1,4,0.8,3,1,0,None,Keep up the great work! We value your contributions to the team.,Thank you! I enjoy working here and contributing to our projects.
EID486814,12,Manager,2,4,1.4,0.9,7,5,5,0.7,0.1,0,Client-facing,1,5,2,2,1.2,5,2,1,Better Offer,We can offer you a 15% salary increase to stay.,"I appreciate the offer, but the new company provides greater opportunities for advancement that better aligns with my career goals."
EID275939,2,Analyst,0,2,0.6,0.6,1,0,2,-0.3,0.4,1,Standard,0,2,0,5,1.8,0,0,1,Work-Life Balance,We value your contribution and are willing to discuss work-life balance with you to ease your burdens and to make sure you are taking good care of yourself.,"I have thought about it, and I am not willing to sacrifice my mental wellbeing for the company. There are better choices out there."
EID735324,5,Engineer,0,5,0.9,0.75,3,2,3,0.1,0.25,0,R&D,0,3,0,3,1.1,2,0,0,None,You've been showing improvement lately. Let's discuss some training opportunities.,That sounds great. I'm always looking for ways to improve my skills.
EID736745,10,Manager,1,6,1.3,0.85,6,4,4,0.6,0.2,0,Client-facing,1,4,1,3,1.3,4,1,0,None,I am happy to inform you that you are up for promotion next year. Your work is valued and you are appreciated.,That's great to hear! I'm committed to the company and my team.
EID884256,1,Analyst,0,1,0.7,0.65,0,0,2,-0.1,0.3,0,Standard,0,2,0,4,1.5,0,0,1,Manager Issue,"I am willing to reassign you to a different team. Your concerns of the previous manager are valid, and it is time for a change.",I had enough of being treated poorly. I would rather move on to a company where I am treated right.
EID853252,8,Engineer,1,2,1.1,0.8,4,2,4,0.4,0.15,0,R&D,0,4,1,3,0.9,3,1,0,None,Your coding skills are really developing. We should work on improving your soft skills as well.,I'm open to it. I know I can improve there.
EID220096,4,Analyst,0,4,0.75,0.7,2,1,3,0,0.35,1,Standard,0,3,0,4,1.6,1,0,1,Career Growth,We have to put you on our watch. There's nothing we can do to help you advance in your current state of employment.,"I hear you, but there isn't enough opportunity here and other company will provide more opportunities for advancement."
EID915573,15,Director,3,5,1.6,0.95,8,6,5,0.8,0.05,0,Client-facing,2,5,2,2,0.7,6,3,0,None,Your leadership skills are invaluable. We're thinking about expanding your responsibilities.,I'm always up for a challenge and excited about future opportunities.
EID959099,2,Engineer,0,2,0.85,0.7,1,1,3,0.15,0.2,0,R&D,0,3,0,3,1.2,1,0,0,None,Your attitude is amazing. Keep it up!,Thank you for noticing. I love what I do.
EID271720,6,Manager,0,6,1,0.8,4,3,3,0.3,0.3,0,Client-facing,0,3,0,3,1.4,2,0,0,None,Let's talk about your career goals and how we can support you.,I want to continue growing and making an impact on the company.
EID426147,9,Engineer,1,3,1.25,0.85,5,4,4,0.55,0.1,0,R&D,1,4,1,2,1,4,1,1,Personal,We're here to support you during this difficult time. Please let us know of anything we can do to help.,It is a conflict with my personal life and work. It is hard to stay and it is time for me to move on.
EID213349,3,Analyst,0,3,0.65,0.6,1,0,2,-0.2,0.45,1,Standard,0,2,0,4,1.7,0,0,1,Work-Life Balance,We will allow remote work a week for every month to increase the amount of time for you to rest.,The amount of work required is unmanageable. There isn't enough flexibility for me.
EID706794,7,Engineer,0,7,0.95,0.75,3,2,3,0.2,0.25,0,R&D,0,3,0,3,1.3,2,0,0,None,Let us work on your soft skills through training. We would like to ensure that you are well rounded.,"Sure, that sounds wonderful. I will work on it."
EID126925,11,Manager,2,4,1.4,0.9,6,5,5,0.65,0.15,0,Client-facing,1,5,2,2,0.9,5,2,0,None,We appreciate your leadership and dedication to the company. We will give you a day-off every week for your hard work.,Thank you! I'm committed to the success of the company.
EID427110,1,Analyst,0,1,0.6,0.55,0,0,2,-0.4,0.35,0,Standard,0,2,0,5,1.9,0,0,1,Manager Issue,We will talk with the manager about the manager's actions to the employee and reassess everything.,"I will be leaving either way, even if you were to reassign me. The atmosphere is toxic."
EID703766,5,Engineer,0,5,0.8,0.7,2,1,3,0.05,0.2,0,R&D,0,3,0,4,1.4,1,0,0,None,Let us work on the soft skills and technical skills. These will become a part of your professional development.,Great! I am excited to work with the company on these projects.
EID810250,13,Director,2,7,1.5,0.9,7,6,5,0.75,0.05,0,Client-facing,2,5,1,2,0.8,6,3,1,Better Offer,Let us offer you a 25% salary increase. You deserve it!,I have considered this opportunity and would decline. The other opportunity would offer a variety of work to better the skillset.
EID493537,4,Analyst,0,4,0.7,0.65,2,1,3,-0.1,0.4,1,Standard,0,3,0,5,1.6,1,0,1,Career Growth,There isn't any promotion at the current time. But we will look into promotion sometime after half a year.,I will decline the counter offer. I rather go to another company to better my career.
EID515922,3,Analyst,0,3,0.7,0.75,2,3,3,0.2,0.15,0,Standard,0,3,0,3,0.8,1,0,0,None,We appreciate your contributions. Focus on project timelines and documentation in the coming quarter.,Thank you. I will focus on improving in those areas.
EID849747,7,Engineer,1,3,1.2,0.85,4,5,4,0.5,0.2,0,Client-facing,1,4,1,2,1.2,3,1,0,None,Your technical skills are excellent. Let's discuss opportunities for you to lead more projects.,That sounds great. I'm looking for more leadership experience.
EID307963,1,Analyst,0,1,0.6,0.6,1,1,2,-0.3,0.3,1,R&D,0,2,0,4,1.5,0,0,1,Work-Life Balance,We value your hard work. How about reducing your workload by 10% to improve your work-life balance?,"While I appreciate the offer, the stress is too much to handle. I've accepted another position with better hours."
EID179688,12,Manager,2,5,1.4,0.9,6,7,5,0.7,0.1,0,Standard,0,5,1,2,0.7,5,2,0,None,Your team's performance is outstanding. Keep up the great work and mentor your team members effectively.,I appreciate the recognition. I'm committed to developing my team.
EID720859,5,Engineer,0,5,0.8,0.7,3,2,3,-0.1,0.25,0,Client-facing,0,3,0,3,1.3,1,0,1,Career Growth,We see your potential. We can offer you a senior engineer role with increased responsibilities and a salary bump.,"I appreciate the offer, but I'm looking for opportunities to expand my skills in a different field. I've decided to move to another company."
EID824161,9,Consultant,1,4,1.1,0.95,5,6,4,0.4,0.1,0,Client-facing,0,4,0,3,1,4,1,0,None,Your client feedback is consistently positive. Let's explore opportunities for you to become a lead consultant.,I'm interested in that. Let's discuss the responsibilities and compensation.
EID970917,2,Analyst,0,2,0.65,0.7,1,2,2,-0.2,0.4,0,R&D,0,2,0,4,1.6,0,0,1,Manager Issue,I understand there have been issues with your manager. We're prepared to transfer you to a different team immediately.,"While I appreciate the offer, the damage is done. I've already accepted a new position. I needed a more supportive environment."
EID757711,15,Director,3,6,1.6,0.95,7,8,5,0.8,0.05,0,Standard,1,5,1,1,0.6,6,3,0,None,Your leadership has been instrumental to our success. Continue to drive innovation and inspire your team.,I'm dedicated to the company's mission and will continue to lead with passion.
EID354646,4,Engineer,0,4,0.75,0.7,2,3,3,-0.15,0.35,0,R&D,0,3,0,3,1.4,1,0,1,Better Offer,We recognize your skills are in high demand. We're prepared to match the competing offer and provide a sign-on bonus.,"While I appreciate the counteroffer, the other company offers better long-term growth prospects. I've decided to move forward."
EID206851,6,Manager,1,2,1.3,0.8,4,5,4,0.6,0.2,1,Client-facing,0,4,0,2,1.1,3,1,0,None,"Your team is performing well, but some members have expressed concerns about workload distribution. Please address this.",Thank you for the feedback. I will work on ensuring a more equitable distribution of tasks.
EID831059,10,Consultant,1,5,1,0.8,5,7,4,0.3,0.2,0,Standard,1,4,0,3,1.2,4,1,0,None,We appreciate your contributions on recent client projects. How about we explore options for you to become a senior consultant?,That sounds good. Letâ€™s discuss my prospects.
EID910004,1,Analyst,0,1,0.5,0.65,0,1,2,-0.4,0.4,0,R&D,0,2,0,5,1.8,0,0,1,Work-Life Balance,"We are willing to offer a flexible work schedule, allowing you to work from home two days a week.","Unfortunately, it is not enough. I have accepted a role with a better work-life balance."
EID416232,8,Engineer,2,3,1.5,0.9,6,6,5,0.7,0.1,0,Client-facing,0,5,1,2,0.8,5,2,0,None,Your performance is exceptional. Keep up the outstanding work and continue to mentor junior engineers.,I am happy with my position and ready to take on more challenges.
EID991597,3,Manager,0,3,0.9,0.7,3,4,3,0.2,0.3,1,Standard,0,3,0,3,1,2,0,1,Career Growth,How about a tailored development plan including leadership training for your career advancement?,I appreciate that but the limited opportunities for growth within the company is a key reason for my departure.
EID817497,14,Director,2,4,1.3,0.9,5,7,4,0.5,0.1,0,R&D,1,4,1,2,0.9,4,1,0,None,Thank you for your decade contribution. Keep up the great mentorship with your team.,I will continue to do so.
EID729577,2,Engineer,0,2,0.7,0.65,1,2,3,-0.2,0.2,0,Standard,0,3,0,4,1.3,1,0,1,Better Offer,We are willing to offer a salary increment of 15%.,I appreciate the offer but the package from the other company is too appealing.
EID944657,7,Consultant,0,7,0.8,0.85,4,5,3,0.3,0.2,0,Client-facing,0,3,0,3,1.1,2,0,0,None,Let's explore options for more client exposure and potential for a promotion.,I am looking forward to that opportunity.
EID226935,11,Manager,2,3,1.4,0.85,5,6,4,0.6,0.1,0,R&D,0,4,0,2,0.8,3,1,0,None,Keep fostering collaborative environment within your team.,I will definitely continue.
EID934904,5,Analyst,0,5,0.8,0.7,3,4,3,0.1,0.2,0,Standard,0,3,0,3,1.2,2,0,0,None,Let's work on enhancing your data visualization skills through some training programs.,I appreciate this opportunity.
EID693423,9,Engineer,1,4,1.1,0.8,4,5,4,0.4,0.1,1,Client-facing,0,4,0,3,1,3,1,1,Work-Life Balance,"We would be happy to explore different project assignment, where you can work more independently.","Although I appreciate it, I value my time with family and have decided to choose better work-life balance."
EID920652,3,Analyst,0,0,0.7,0.6,2,3,3,0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,Keep up the good work.  Focus on improving your data visualization skills.,I appreciate the feedback.  I'm looking for opportunities to expand my skill set.
EID143064,8,Engineer,2,2,1.2,0.8,5,6,4,0.5,0.15,0,R&D,1,4,1,4,0.8,3,1,0,None,Your contributions to the project have been invaluable.  Let's discuss your career goals for the next year.,I'm aiming for a Senior Engineer role and would like to lead a project team eventually.
EID464069,1,Analyst,0,0,0.6,0.5,1,1,2,-0.3,0.3,1,Client-facing,0,2,0,2,1.8,0,0,1,Work-Life Balance,We understand your concerns about workload. We can explore flexible hours and redistribute some tasks.,I appreciate the offer but the consistent pressure and long hours are impacting my health. I need to prioritize my well-being.
EID658623,5,Engineer,1,3,0.9,0.7,3,4,3,-0.1,0.1,0,Standard,0,3,0,3,1.2,2,0,0,None,You've shown great potential. Let's set up a training plan to enhance your skills.,I'm eager to learn new technologies and contribute more to the team.
EID549186,10,Manager,3,4,1.4,0.9,6,7,5,0.7,0.2,0,R&D,1,5,2,4,0.7,5,2,0,None,Your leadership has been instrumental. Let's explore opportunities for you to mentor junior engineers.,I'm passionate about developing talent and would welcome the opportunity to guide others.
EID793655,2,Analyst,0,0,0.8,0.6,2,2,3,0.1,0.25,0,Client-facing,0,3,0,3,1.1,1,0,0,None,You are doing great work. Are you finding your projects engaging?,"Yes, but I'm also interested in opportunities to get cross-functional project experience."
EID488571,7,Engineer,1,5,1,0.7,4,5,3,0.3,0.1,0,Standard,0,3,0,3,1,2,0,1,Career Growth,We value your expertise. Let's discuss your career aspirations and explore potential growth opportunities within the company.,I appreciate the conversation. I'm seeking a role with more leadership responsibility. I have felt stagnant for a while.
EID172306,12,Manager,4,3,1.5,0.95,7,8,5,0.8,0.3,0,R&D,1,5,2,4,0.6,6,3,0,None,Your performance has been exemplary. We are considering you for a Senior Manager position.,That's fantastic news! I'm ready to take on more responsibility and contribute at a higher level.
EID630538,4,Analyst,0,0,0.7,0.6,2,3,2,-0.2,0.4,1,Client-facing,0,2,0,2,1.5,1,0,1,Manager Issue,I am sorry to hear you feel this way. We are commited to working through our team issues and ensuring they are supportive. We can transfer you to another team.,"I appreciate the offer, but the manager's behavior has created a toxic environment. I would prefer to seek opportunities elsewhere."
EID778998,6,Engineer,1,2,1.1,0.8,4,5,4,0.4,0.15,0,Standard,0,4,1,3,0.9,3,1,0,None,Your technical skills are impressive. Have you considered taking on a mentoring role for newer engineers?,I'd enjoy sharing my knowledge and helping others develop their skills.
EID457806,1,Analyst,0,0,0.5,0.5,1,0,1,-0.5,0.2,0,Client-facing,0,1,0,2,2,0,0,1,Better Offer,I understand you have received another offer. We value your contributions and are willing to match the salary and provide a sign-on bonus.,"While the compensation is tempting, the other company offered more opportunity for advancement and career growth."
EID113266,9,Manager,2,5,1.3,0.9,5,6,4,0.6,0.25,0,R&D,1,4,1,4,0.8,4,1,0,None,You have consistently exceeded expectations. Let's discuss long-term career planning and leadership development opportunities.,I'm interested in exploring opportunities to lead larger teams and manage complex projects.
EID990844,3,Analyst,0,0,0.6,0.5,1,1,2,-0.4,0.35,1,Standard,0,2,0,2,1.7,0,0,1,Personal,We will work to ensure your team is supportive and ensure you have what you need. We wish you all the best.,I appreciate the team support. Family health is my priority and requires my immediate focus.
EID540463,5,Engineer,1,1,1,0.7,3,4,3,0.2,0.1,0,Client-facing,0,3,0,3,1.3,2,0,0,None,Have you considered taking any of the new training courses about our new technology?,"Yes, I'd be keen to learn these new technologies to improve my skills"
EID962276,11,Manager,3,2,1.4,0.9,6,7,5,0.7,0.2,0,R&D,1,5,2,4,0.7,5,2,0,None,We highly value your contirbution. We are considering you for a Senior Director position.,That's fantastic news! I'm ready to take on more responsibility and contribute at a higher level.
EID614013,2,Analyst,0,0,0.8,0.6,2,2,3,0.1,0.25,0,Client-facing,0,3,0,3,1.1,1,0,0,None,How are you finding the work? What opportunities would you like?,"Yes, I'm also interested in opportunities to get cross-functional project experience."
EID210665,7,Engineer,1,5,1,0.7,4,5,3,0.3,0.1,0,Standard,0,3,0,3,1,2,0,1,Better Offer,We are sorry to see you go. Here is an offer that will increase your current salary.,"Thanks for the offer, but I've decided on a new role."
EID554582,12,Manager,4,3,1.5,0.95,7,8,5,0.8,0.3,0,R&D,1,5,2,4,0.6,6,3,0,None,We see you as leadership material. Would you be interested in mentoring the new starters?,Of course. Mentoring is great.
EID479781,4,Analyst,0,0,0.7,0.6,2,3,2,-0.2,0.4,1,Client-facing,0,2,0,2,1.5,1,0,1,Work-Life Balance,"We understand this is a difficult situation. You can take time off, we will hold your role for you.",I am so appreciative of the offer but the pressure is too great
EID766459,6,Engineer,1,2,1.1,0.8,4,5,4,0.4,0.15,0,Standard,0,4,1,3,0.9,3,1,0,None,Good job on your last project. You showed dedication!,Thank you. I am always keen to deliver.
EID968962,3,Analyst,0,3,0.7,0.6,1,2,3,0.2,0.15,0,Standard,0,3,0,4,0.7,0,0,0,None,Keep up the good work! Focus on developing your analytical skills further.,I appreciate the feedback! I'm eager to learn more.
EID582071,8,Engineer,1,4,1.2,0.8,3,5,4,0.6,0.2,0,R&D,0,4,1,3,0.9,2,0,0,None,Your contributions to the project have been invaluable. Let's discuss future opportunities.,I'm interested in exploring new challenges within the company.
EID841666,5,Consultant,0,5,0.9,0.7,2,1,3,0.1,0.3,1,Client-facing,1,2,0,2,1.5,1,0,1,Work-Life Balance,I understand. We can explore reducing your client-facing responsibilities or providing flexible work arrangements.,"I appreciate the offer, but I need a more fundamental change to prioritize my family."
EID260422,12,Manager,2,3,1.5,0.9,4,7,5,0.8,0.1,0,Standard,0,5,2,4,0.6,5,1,0,None,You're a key player. Let's talk about your career goals.,I'm interested in moving into a Director role eventually.
EID556641,1,Analyst,0,1,0.6,0.5,0,0,2,-0.1,0.4,0,Client-facing,0,2,0,2,1.8,0,0,1,Better Offer,We can offer a salary increase and additional training opportunities to match the market value.,"Thank you, but I've already accepted a position with better compensation and growth potential."
EID284692,7,Engineer,1,2,1.1,0.85,3,4,4,0.7,0.25,0,R&D,0,4,1,3,0.8,3,0,0,None,Your technical expertise is highly valued. We should discuss a potential promotion in the next review cycle.,I'm motivated to continue contributing to our R&D efforts.
EID869440,2,Analyst,0,2,0.75,0.65,1,1,3,0,0.35,0,Standard,0,3,0,3,1.2,0,0,0,None,Focus on improving your presentation skills. Consider taking a relevant workshop.,I will definitely work on that. Thanks for the feedback.
EID647091,15,Director,3,5,1.6,0.95,5,8,5,0.9,0.1,0,Standard,1,5,3,3,0.5,7,2,0,None,You're a valuable asset to the leadership team. Let's plan our long-term strategy.,I'm committed to driving the company's success.
EID782054,4,Consultant,0,4,0.8,0.7,1,2,3,-0.2,0.2,1,Client-facing,0,3,0,2,1.6,0,0,1,Manager Issue,We are saddened to see the negative impact from manager performance. What specific concerns are you hoping to address?,"I'm grateful for the effort, but my decision is based on an unhealthy work environment and feeling unappreciated and unsupported by my manager. I don't believe the current situation is one that can be readily remedied."
EID383201,9,Manager,1,3,1.3,0.9,4,6,4,0.5,0.15,0,R&D,0,4,1,3,0.7,4,1,0,None,Your leadership has been crucial to the team's success. Let's identify new opportunities for you to mentor others.,"I enjoy mentoring, I'm happy to continue to supporting the growth of my team."
EID745830,6,Engineer,0,6,1,0.75,2,3,3,-0.1,0.3,0,Standard,0,3,0,2,1.4,1,0,1,Career Growth,We value your contributions. Would you be open to exploring a specialist role with more technical depth?,"I appreciate the offer, but I'm seeking a path that will get me to managerial level."
EID947458,11,Consultant,2,4,1.4,0.9,5,7,5,0.8,0.2,0,Client-facing,0,5,2,3,0.6,6,1,0,None,Your contributions have been exceptional. Let's explore a senior consulting role with increased responsibilities.,That sounds interesting. I'm ready to take on more responsibility.
EID664315,3,Analyst,0,3,0.65,0.6,1,0,2,-0.3,0.4,0,Standard,0,2,0,2,1.7,0,0,1,Personal,We can offer flexible hours and remote work options during this difficult time.,"I appreciate your support, but I need to prioritize my family's needs at this time."
EID912270,18,Director,4,6,1.7,0.98,6,9,5,0.95,0.05,0,R&D,1,5,3,3,0.5,8,3,0,None,Your strategic vision is invaluable. Let's plan the company's next major innovation.,I'm excited to lead the way.
EID606983,2,Engineer,0,2,0.8,0.7,0,1,3,0.1,0.3,0,R&D,0,3,0,4,1,0,0,0,None,Continue learning and ask questions. You are going to develop and add tremendous value over time.,I'm motivated to continue to develop my skills and am ready to take on increasing levels of responsibility.
EID587455,3,Analyst,0,3,0.7,0.75,1,2,3,0.2,0.2,0,Standard,0,3,0,4,0.8,1,0,0,None,Keep up the good work. Focus on improving your presentation skills.,Thank you for the feedback. I will work on it.
EID556732,7,Engineer,1,3,1.2,0.85,3,4,4,0.6,0.15,0,R&D,1,4,1,3,1,3,1,0,None,Your technical skills are excellent. Consider leading a small project.,I'm interested in taking on more responsibility.
EID965845,1,Analyst,0,1,0.6,0.65,0,1,2,-0.1,0.3,1,Client-facing,0,2,0,2,1.8,0,0,1,Work-Life Balance,We value your contributions. Let's discuss workload adjustments and provide you with some support.,"I appreciate the offer, but I need to prioritize my health."
EID866536,10,Manager,2,4,1.4,0.9,5,6,5,0.8,0.1,0,Standard,0,5,1,4,0.7,5,2,0,None,Your team is performing well. Focus on mentoring junior members.,I enjoy helping others develop their skills.
EID721254,5,Engineer,1,2,1.1,0.8,2,3,4,0.4,0.25,0,R&D,0,4,0,3,1.1,2,0,0,None,You're a valuable member of the team. Let's explore opportunities for advancement.,I'm eager to learn new technologies.
EID381433,2,Consultant,0,2,0.8,0.7,1,2,3,0.1,0.4,1,Client-facing,1,3,0,2,1.5,1,0,1,Better Offer,We've been impressed with your work. How about a 10% salary increase and a project of your choice?,"I'm grateful, but the new offer includes a significant signing bonus and equity."
EID437960,8,Engineer,2,3,1.5,0.95,4,5,5,0.7,0.1,0,R&D,0,5,1,3,0.9,4,1,0,None,Your innovative solutions are highly valued. Let's discuss potential leadership roles.,I'm excited about the prospect of leading a team.
EID993085,4,Analyst,0,4,0.9,0.7,2,3,3,0.3,0.2,0,Standard,0,3,0,4,1.2,2,0,0,None,You're developing well. Focus on improving your data analysis skills.,I'm committed to enhancing my analytical abilities.
EID357420,6,Manager,1,2,1.3,0.85,3,5,4,0.5,0.1,0,Client-facing,1,4,1,2,1.3,3,1,0,None,Your leadership has been instrumental. Let's explore opportunities for further development.,I'm interested in expanding my management responsibilities.
EID971084,1,Analyst,0,1,0.5,0.6,0,0,2,-0.2,0.35,0,Standard,0,2,0,3,1.9,0,0,1,Work-Life Balance,I'm sorry to hear you're leaving. Can we adjust your schedule or tasks to alleviate the stress?,"While I appreciate the consideration, my personal responsibilities require a less demanding role."
EID190872,9,Director,2,5,1.6,0.9,6,7,5,0.9,0.05,0,R&D,0,5,2,3,0.6,6,3,0,None,Your strategic vision is invaluable. Let's discuss long-term goals and opportunities for growth.,I'm committed to the company's success and look forward to contributing further.
EID392477,3,Engineer,0,3,0.7,0.75,1,2,3,0.1,0.25,0,Client-facing,0,3,0,2,1.7,1,0,1,Manager Issue,We understand your concerns. We're prepared to reassign you to a new team under a different manager to try to resolve your concerns.,I appreciate the offer but the team has made my job unbearable.
EID572700,5,Analyst,1,2,1.1,0.8,2,4,4,0.5,0.15,0,Standard,0,4,0,3,1,2,0,0,None,You're showing great potential. Let's discuss opportunities for advancement.,I'm eager to take on more challenging projects.
EID355709,2,Consultant,0,2,0.6,0.65,0,1,2,0,0.4,0,Client-facing,1,2,0,1,1.9,0,0,1,Career Growth,I'm sorry to see you go. What kind of experience were you hoping to get here that we did not offer?,"I appreciate the offer, but the new company offers me the chance to lead my own project."
EID886931,7,Engineer,1,3,1.2,0.85,3,5,4,0.6,0.2,0,R&D,0,4,1,4,1.1,3,1,0,None,Your technical expertise is impressive. Consider mentoring junior engineers.,I'm happy to share my knowledge and experience.
EID587282,10,Manager,2,4,1.4,0.9,5,6,5,0.8,0.1,0,Standard,0,5,1,3,0.8,5,2,0,None,Your leadership skills are commendable. Let's explore opportunities for expanding your responsibilities.,I'm looking forward to taking on more strategic initiatives.
EID697530,4,Analyst,0,4,0.8,0.7,1,3,3,0.2,0.3,0,Standard,0,3,0,4,1.3,1,0,0,None,You're showing progress. Focus on improving your problem-solving skills.,I'm working on refining my analytical techniques.
EID739979,1,Analyst,0,1,0.5,0.6,0,0,2,-0.3,0.4,1,Client-facing,0,2,0,2,2,0,0,1,Personal,We value your contributions. Can we offer any support during this difficult time.,"Thank you for your concern, but I have to prioritize my health."
EID800646,6,Manager,1,2,1.3,0.85,3,5,4,0.5,0.1,1,Client-facing,1,4,1,3,1.4,3,1,1,Better Offer,We value you here. How about a promotion?,Thank you but the other offer is just too high. Maybe I'll return one day.
EID497399,9,Director,2,5,1.6,0.9,6,7,5,0.9,0.05,0,R&D,0,5,2,3,0.7,6,3,0,None,Your strategic direction is invaluable. Continue to drive innovation.,I'm committed to fostering a culture of excellence.
EID452737,5,Engineer,1,2,1.2,0.8,3,4,4,0.2,0.2,0,Standard,0,4,1,3,1,3,0,0,None,Your performance has been great. Let's discuss potential growth areas for your next promotion.,I'm excited about the opportunities here and looking forward to developing my skills further.
EID130094,12,Manager,3,3,1.5,0.9,5,2,5,0.6,0.1,0,Client-facing,1,5,2,2,1.2,5,1,0,None,Your team's performance is excellent. Keep fostering a positive environment.,Thank you for your support. I'm focused on building a high-performing team and delivering results.
